Limit Breached,Result Date,Parameter,Sample Point,Result
False,2025-11-03 10:00:00,Temperature,ZONE_X_NODE_02,25.1
False,2025-11-03 09:50:00,"Chlorine, Free",ZONE_BR_NODE_03,0.26
False,2025-11-03 09:50:00,"Chlorine, Total",ZONE_BR_NODE_03,0.44
False,2025-11-03 09:50:00,pH field,ZONE_BR_NODE_03,7.2
False,2025-11-03 09:50:00,Temperature,ZONE_BR_NODE_03,22.0
False,2025-11-03 09:45:00,"Chlorine, Free",ZONE_DC_NODE_19,0.64
False,2025-11-03 09:45:00,"Chlorine, Total",ZONE_DC_NODE_19,0.92
False,2025-11-03 09:45:00,pH field,ZONE_DC_NODE_19,7.7
False,2025-11-03 09:45:00,Temperature,ZONE_DC_NODE_19,25.1
False,2025-11-03 09:45:00,"Chlorine, Free",ZONE_BO_NODE_10,0.41
False,2025-11-03 09:45:00,"Chlorine, Total",ZONE_BO_NODE_10,0.8
False,2025-11-03 09:45:00,Temperature,ZONE_BO_NODE_10,23.9
False,2025-11-03 09:45:00,pH field,ZONE_BO_NODE_10,7.4
False,2025-11-03 09:41:00,"Chlorine, Free",ZONE_AD_NODE_33,0.76
False,2025-11-03 09:41:00,"Chlorine, Total",ZONE_AD_NODE_33,0.98
False,2025-11-03 09:41:00,pH field,ZONE_AD_NODE_33,7.8
False,2025-11-03 09:41:00,Temperature,ZONE_AD_NODE_33,22.7
False,2025-11-03 09:35:00,"Chlorine, Free",ZONE_BR_NODE_01,0.34
False,2025-11-03 09:35:00,"Chlorine, Total",ZONE_BR_NODE_01,0.48
False,2025-11-03 09:35:00,pH field,ZONE_BR_NODE_01,7.2
False,2025-11-03 09:35:00,Temperature,ZONE_BR_NODE_01,21.1
False,2025-11-03 09:30:00,"Chlorine, Free",ZONE_CR_NODE_02,1.6
False,2025-11-03 09:30:00,"Chlorine, Total",ZONE_CR_NODE_02,1.7
False,2025-11-03 09:30:00,pH field,ZONE_CR_NODE_02,7.3
False,2025-11-03 09:30:00,Temperature,ZONE_CR_NODE_02,22.0
False,2025-11-03 09:25:00,"Chlorine, Free",ZONE_BO_NODE_15,0.83
False,2025-11-03 09:25:00,"Chlorine, Total",ZONE_BO_NODE_15,0.93
False,2025-11-03 09:25:00,pH field,ZONE_BO_NODE_15,7.2
False,2025-11-03 09:25:00,Temperature,ZONE_BO_NODE_15,23.3
False,2025-11-03 09:21:00,"Chlorine, Free",ZONE_AD_NODE_32,1.1
False,2025-11-03 09:21:00,"Chlorine, Total",ZONE_AD_NODE_32,1.7
False,2025-11-03 09:21:00,pH field,ZONE_AD_NODE_32,7.5
False,2025-11-03 09:21:00,Temperature,ZONE_AD_NODE_32,22.3
True,2025-11-03 09:20:00,"Chlorine, Free",ZONE_DC_NODE_21,0.52
False,2025-11-03 09:20:00,"Chlorine, Total",ZONE_DC_NODE_21,0.63
False,2025-11-03 09:20:00,pH field,ZONE_DC_NODE_21,7.8
False,2025-11-03 09:20:00,Temperature,ZONE_DC_NODE_21,21.3
False,2025-11-03 09:15:00,"Chlorine, Free",ZONE_AU_NODE_01,0.7
False,2025-11-03 09:15:00,"Chlorine, Total",ZONE_AU_NODE_01,0.82
False,2025-11-03 09:15:00,pH field,ZONE_AU_NODE_01,7.2
False,2025-11-03 09:15:00,Temperature,ZONE_AU_NODE_01,23.0
False,2025-11-03 09:07:00,"Chlorine, Free",ZONE_AD_NODE_35,1.6
False,2025-11-03 09:07:00,"Chlorine, Total",ZONE_AD_NODE_35,1.8
False,2025-11-03 09:07:00,pH field,ZONE_AD_NODE_35,7.4
False,2025-11-03 09:07:00,Temperature,ZONE_AD_NODE_35,24.6
False,2025-11-03 09:05:00,"Chlorine, Free",ZONE_CB_NODE_08,0.48
False,2025-11-03 09:05:00,"Chlorine, Total",ZONE_CB_NODE_08,0.58
False,2025-11-03 09:05:00,pH field,ZONE_CB_NODE_08,7.3
False,2025-11-03 09:05:00,Temperature,ZONE_CB_NODE_08,24.7
False,2025-11-03 09:00:00,"Chlorine, Free",ZONE_BS_NODE_03,0.44
False,2025-11-03 09:00:00,"Chlorine, Total",ZONE_BS_NODE_03,0.55
False,2025-11-03 09:00:00,pH field,ZONE_BS_NODE_03,7.4
False,2025-11-03 09:00:00,Temperature,ZONE_BS_NODE_03,22.0
False,2025-11-03 08:50:00,"Chlorine, Free",ZONE_BP_NODE_07,1.3
False,2025-11-03 08:50:00,"Chlorine, Total",ZONE_BP_NODE_07,1.5
False,2025-11-03 08:50:00,pH field,ZONE_BP_NODE_07,7.1
False,2025-11-03 08:50:00,Temperature,ZONE_BP_NODE_07,21.1
False,2025-11-03 08:50:00,"Chlorine, Free",ZONE_CB_NODE_03,0.5
False,2025-11-03 08:50:00,"Chlorine, Total",ZONE_CB_NODE_03,0.57
False,2025-11-03 08:50:00,pH field,ZONE_CB_NODE_03,7.8
False,2025-11-03 08:50:00,Temperature,ZONE_CB_NODE_03,23.0
False,2025-11-03 08:45:00,"Chlorine, Free",ZONE_BK_NODE_01,0.05
False,2025-11-03 08:45:00,"Chlorine, Total",ZONE_BK_NODE_01,0.06
False,2025-11-03 08:45:00,pH field,ZONE_BK_NODE_01,7.0
False,2025-11-03 08:45:00,Temperature,ZONE_BK_NODE_01,20.5
False,2025-11-03 08:37:00,"Chlorine, Free",ZONE_CR_NODE_05,1.3
False,2025-11-03 08:37:00,"Chlorine, Total",ZONE_CR_NODE_05,1.7
False,2025-11-03 08:37:00,pH field,ZONE_CR_NODE_05,7.3
False,2025-11-03 08:37:00,Temperature,ZONE_CR_NODE_05,22.3
False,2025-11-03 08:34:00,"Chlorine, Free",ZONE_BP_NODE_03,1.3
False,2025-11-03 08:34:00,"Chlorine, Total",ZONE_BP_NODE_03,1.5
False,2025-11-03 08:34:00,pH field,ZONE_BP_NODE_03,7.3
False,2025-11-03 08:34:00,Temperature,ZONE_BP_NODE_03,22.0
False,2025-11-03 08:20:00,"Chlorine, Free",ZONE_CB_NODE_16,0.63
False,2025-11-03 08:20:00,"Chlorine, Total",ZONE_CB_NODE_16,0.76
False,2025-11-03 08:20:00,Temperature,ZONE_CB_NODE_16,23.8
False,2025-11-03 08:20:00,pH field,ZONE_CB_NODE_16,6.8
False,2025-11-03 08:20:00,"Chlorine, Free",ZONE_BP_NODE_08,1.4
False,2025-11-03 08:20:00,"Chlorine, Total",ZONE_BP_NODE_08,1.6
False,2025-11-03 08:20:00,pH field,ZONE_BP_NODE_08,7.2
False,2025-11-03 08:20:00,Temperature,ZONE_BP_NODE_08,20.7
False,2025-11-03 08:17:00,"Chlorine, Free",ZONE_BM_NODE_04,0.49
False,2025-11-03 08:17:00,"Chlorine, Total",ZONE_BM_NODE_04,0.82
False,2025-11-03 08:17:00,pH field,ZONE_BM_NODE_04,7.5
False,2025-11-03 08:17:00,Temperature,ZONE_BM_NODE_04,24.9
False,2025-11-03 08:10:00,"Chlorine, Free",ZONE_BH_NODE_17,1.1
False,2025-11-03 08:10:00,"Chlorine, Total",ZONE_BH_NODE_17,1.5
False,2025-11-03 08:10:00,pH field,ZONE_BH_NODE_17,8.0
False,2025-11-03 08:10:00,Temperature,ZONE_BH_NODE_17,21.2
False,2025-11-03 08:00:00,"Chlorine, Free",ZONE_BA_NODE_09,0.34
False,2025-11-03 08:00:00,"Chlorine, Total",ZONE_BA_NODE_09,0.46
False,2025-11-03 08:00:00,Temperature,ZONE_BA_NODE_09,23.0
False,2025-11-03 08:00:00,pH field,ZONE_BA_NODE_09,7.6
False,2025-11-03 07:58:00,"Chlorine, Free",ZONE_BM_NODE_09,0.49
False,2025-11-03 07:58:00,"Chlorine, Total",ZONE_BM_NODE_09,1.1
False,2025-11-03 07:58:00,pH field,ZONE_BM_NODE_09,7.4
False,2025-11-03 07:58:00,Temperature,ZONE_BM_NODE_09,25.8
False,2025-11-03 07:55:00,"Chlorine, Free",ZONE_AJ_NODE_09,0.78
False,2025-11-03 07:55:00,"Chlorine, Total",ZONE_AJ_NODE_09,0.96
False,2025-11-03 07:55:00,pH field,ZONE_AJ_NODE_09,7.2
False,2025-11-03 07:55:00,Temperature,ZONE_AJ_NODE_09,22.0
False,2025-11-03 07:40:00,"Chlorine, Free",ZONE_CE_NODE_05,0.62
False,2025-11-03 07:40:00,"Chlorine, Total",ZONE_CE_NODE_05,0.77
False,2025-11-03 07:40:00,pH field,ZONE_CE_NODE_05,7.1
False,2025-11-03 07:40:00,Temperature,ZONE_CE_NODE_05,21.5
False,2025-11-03 07:40:00,"Chlorine, Free",ZONE_BH_NODE_05,0.09
False,2025-11-03 07:40:00,"Chlorine, Total",ZONE_BH_NODE_05,0.2
False,2025-11-03 07:40:00,pH field,ZONE_BH_NODE_05,7.8
False,2025-11-03 07:40:00,Temperature,ZONE_BH_NODE_05,20.6
False,2025-11-03 07:40:00,"Chlorine, Free",ZONE_AJ_NODE_05,0.05
False,2025-11-03 07:40:00,"Chlorine, Total",ZONE_AJ_NODE_05,0.06
False,2025-11-03 07:40:00,pH field,ZONE_AJ_NODE_05,7.0
False,2025-11-03 07:40:00,Temperature,ZONE_AJ_NODE_05,22.0
False,2025-11-03 07:35:00,"Chlorine, Free",ZONE_BM_NODE_13,0.93
False,2025-11-03 07:35:00,"Chlorine, Total",ZONE_BM_NODE_13,1.6
False,2025-11-03 07:35:00,pH field,ZONE_BM_NODE_13,7.3
False,2025-11-03 07:35:00,Temperature,ZONE_BM_NODE_13,24.1
False,2025-11-03 07:15:00,"Chlorine, Free",ZONE_CE_NODE_07,0.29
False,2025-11-03 07:15:00,"Chlorine, Total",ZONE_CE_NODE_07,0.4
False,2025-11-03 07:15:00,pH field,ZONE_CE_NODE_07,7.9
False,2025-11-03 07:15:00,Temperature,ZONE_CE_NODE_07,23.0
False,2025-11-03 07:15:00,"Chlorine, Free",ZONE_BH_NODE_19,0.82
False,2025-11-03 07:15:00,"Chlorine, Total",ZONE_BH_NODE_19,1.2
False,2025-11-03 07:15:00,pH field,ZONE_BH_NODE_19,7.4
False,2025-11-03 07:15:00,Temperature,ZONE_BH_NODE_19,21.9
False,2025-10-03 13:15:00,"Chlorine, Free",ZONE_BW_NODE_01,0.21
False,2025-10-03 13:15:00,"Chlorine, Total",ZONE_BW_NODE_01,0.34
False,2025-10-03 13:15:00,pH field,ZONE_BW_NODE_01,8.4
False,2025-10-03 13:15:00,Temperature,ZONE_BW_NODE_01,22.4
False,2025-10-03 12:55:00,"Chlorine, Free",ZONE_F_NODE_13,0.53
False,2025-10-03 12:55:00,"Chlorine, Total",ZONE_F_NODE_13,0.69
False,2025-10-03 12:55:00,pH field,ZONE_F_NODE_13,7.8
False,2025-10-03 12:55:00,Temperature,ZONE_F_NODE_13,24.1
False,2025-10-03 12:35:00,"Chlorine, Free",ZONE_AW_NODE_02,0.05
False,2025-10-03 12:35:00,"Chlorine, Total",ZONE_AW_NODE_02,0.08
True,2025-10-03 12:35:00,pH field,ZONE_AW_NODE_02,8.8
False,2025-10-03 12:35:00,Temperature,ZONE_AW_NODE_02,25.6
False,2025-10-03 12:30:00,"Chlorine, Free",ZONE_BV_NODE_03,0.45
False,2025-10-03 12:30:00,"Chlorine, Total",ZONE_BV_NODE_03,0.54
False,2025-10-03 12:30:00,pH field,ZONE_BV_NODE_03,7.9
False,2025-10-03 12:30:00,Temperature,ZONE_BV_NODE_03,23.0
False,2025-10-03 12:21:00,"Chlorine, Free",ZONE_BE_NODE_01,0.45
False,2025-10-03 12:21:00,"Chlorine, Total",ZONE_BE_NODE_01,0.61
False,2025-10-03 12:21:00,pH field,ZONE_BE_NODE_01,7.7
False,2025-10-03 12:21:00,Temperature,ZONE_BE_NODE_01,23.8
False,2025-10-03 12:15:00,"Chlorine, Free",ZONE_F_NODE_03,0.6
False,2025-10-03 12:15:00,"Chlorine, Total",ZONE_F_NODE_03,0.78
False,2025-10-03 12:15:00,pH field,ZONE_F_NODE_03,7.4
False,2025-10-03 12:15:00,Temperature,ZONE_F_NODE_03,22.8
False,2025-10-03 12:10:00,"Chlorine, Free",ZONE_Q_NODE_03,1.0
False,2025-10-03 12:10:00,"Chlorine, Total",ZONE_Q_NODE_03,1.2
False,2025-10-03 12:10:00,pH field,ZONE_Q_NODE_03,7.4
False,2025-10-03 12:10:00,Temperature,ZONE_Q_NODE_03,22.2
False,2025-10-03 12:08:00,"Chlorine, Free",ZONE_BN_NODE_02,0.48
False,2025-10-03 12:08:00,"Chlorine, Total",ZONE_BN_NODE_02,0.59
False,2025-10-03 12:08:00,Temperature,ZONE_BN_NODE_02,25.1
False,2025-10-03 12:08:00,pH field,ZONE_BN_NODE_02,7.8
False,2025-10-03 12:00:00,"Chlorine, Free",ZONE_AS_NODE_07,0.48
False,2025-10-03 12:00:00,"Chlorine, Total",ZONE_AS_NODE_07,0.6
False,2025-10-03 12:00:00,pH field,ZONE_AS_NODE_07,7.8
False,2025-10-03 12:00:00,Temperature,ZONE_AS_NODE_07,23.1
False,2025-10-03 11:57:00,"Chlorine, Free",ZONE_BN_NODE_04,0.14
False,2025-10-03 11:57:00,"Chlorine, Total",ZONE_BN_NODE_04,0.19
False,2025-10-03 11:57:00,pH field,ZONE_BN_NODE_04,7.8
False,2025-10-03 11:57:00,Temperature,ZONE_BN_NODE_04,25.1
False,2025-10-03 11:55:00,"Chlorine, Free",ZONE_Q_NODE_09,1.1
False,2025-10-03 11:55:00,"Chlorine, Total",ZONE_Q_NODE_09,1.4
False,2025-10-03 11:55:00,pH field,ZONE_Q_NODE_09,7.3
False,2025-10-03 11:55:00,Temperature,ZONE_Q_NODE_09,21.2
False,2025-10-03 11:50:00,"Chlorine, Free",ZONE_AX_NODE_06,0.5
False,2025-10-03 11:50:00,"Chlorine, Total",ZONE_AX_NODE_06,0.65
False,2025-10-03 11:50:00,pH field,ZONE_AX_NODE_06,7.3
False,2025-10-03 11:50:00,Temperature,ZONE_AX_NODE_06,22.6
False,2025-10-03 11:50:00,"Chlorine, Free",ZONE_BH_NODE_04,0.9
False,2025-10-03 11:50:00,"Chlorine, Total",ZONE_BH_NODE_04,1.3
False,2025-10-03 11:50:00,pH field,ZONE_BH_NODE_04,7.9
False,2025-10-03 11:50:00,Temperature,ZONE_BH_NODE_04,21.0
False,2025-10-03 11:46:00,"Chlorine, Free",ZONE_Z_NODE_29,0.39
False,2025-10-03 11:46:00,"Chlorine, Total",ZONE_Z_NODE_29,0.49
False,2025-10-03 11:46:00,pH field,ZONE_Z_NODE_29,7.8
False,2025-10-03 11:46:00,Temperature,ZONE_Z_NODE_29,22.9
False,2025-10-03 11:31:00,"Chlorine, Free",ZONE_Z_NODE_24,0.24
False,2025-10-03 11:31:00,"Chlorine, Total",ZONE_Z_NODE_24,0.39
False,2025-10-03 11:31:00,pH field,ZONE_Z_NODE_24,7.7
False,2025-10-03 11:31:00,Temperature,ZONE_Z_NODE_24,23.8
False,2025-10-03 11:21:00,"Chlorine, Free",ZONE_DA_NODE_01,0.39
False,2025-10-03 11:21:00,"Chlorine, Total",ZONE_DA_NODE_01,0.48
False,2025-10-03 11:21:00,pH field,ZONE_DA_NODE_01,7.8
False,2025-10-03 11:21:00,Temperature,ZONE_DA_NODE_01,23.6
False,2025-10-03 11:20:00,"Chlorine, Free",ZONE_AR_NODE_12,0.31
False,2025-10-03 11:20:00,"Chlorine, Total",ZONE_AR_NODE_12,0.52
False,2025-10-03 11:20:00,pH field,ZONE_AR_NODE_12,7.2
False,2025-10-03 11:20:00,Temperature,ZONE_AR_NODE_12,22.4
False,2025-10-03 11:20:00,"Chlorine, Free",ZONE_CO_NODE_32,0.61
False,2025-10-03 11:20:00,"Chlorine, Total",ZONE_CO_NODE_32,0.91
False,2025-10-03 11:20:00,pH field,ZONE_CO_NODE_32,7.8
False,2025-10-03 11:20:00,Temperature,ZONE_CO_NODE_32,23.0
False,2025-10-03 11:15:00,"Chlorine, Free",ZONE_DF_NODE_03,0.51
False,2025-10-03 11:15:00,"Chlorine, Total",ZONE_DF_NODE_03,0.61
False,2025-10-03 11:15:00,pH field,ZONE_DF_NODE_03,7.9
False,2025-10-03 11:15:00,Temperature,ZONE_DF_NODE_03,23.1
False,2025-10-03 11:13:00,"Chlorine, Free",ZONE_CN_NODE_13,0.46
False,2025-10-03 11:13:00,"Chlorine, Total",ZONE_CN_NODE_13,0.67
False,2025-10-03 11:13:00,pH field,ZONE_CN_NODE_13,7.5
False,2025-10-03 11:13:00,Temperature,ZONE_CN_NODE_13,23.0
False,2025-10-03 11:10:00,"Chlorine, Free",ZONE_BH_NODE_20,0.88
False,2025-10-03 11:10:00,"Chlorine, Total",ZONE_BH_NODE_20,1.1
False,2025-10-03 11:10:00,pH field,ZONE_BH_NODE_20,7.8
False,2025-10-03 11:10:00,Temperature,ZONE_BH_NODE_20,21.9
False,2025-10-03 11:00:00,"Chlorine, Free",ZONE_CY_NODE_16,0.38
False,2025-10-03 11:00:00,"Chlorine, Total",ZONE_CY_NODE_16,0.47
False,2025-10-03 11:00:00,pH field,ZONE_CY_NODE_16,8.1
False,2025-10-03 11:00:00,Temperature,ZONE_CY_NODE_16,25.0
False,2025-10-03 10:55:00,"Chlorine, Free",ZONE_S_NODE_02,0.16
False,2025-10-03 10:55:00,"Chlorine, Total",ZONE_S_NODE_02,0.3
False,2025-10-03 10:55:00,Temperature,ZONE_S_NODE_02,22.3
False,2025-10-03 10:55:00,pH field,ZONE_S_NODE_02,7.3
False,2025-10-03 10:53:00,"Chlorine, Free",ZONE_CN_NODE_07,0.83
False,2025-10-03 10:53:00,"Chlorine, Total",ZONE_CN_NODE_07,1.0
False,2025-10-03 10:53:00,pH field,ZONE_CN_NODE_07,7.3
False,2025-10-03 10:53:00,Temperature,ZONE_CN_NODE_07,22.2
False,2025-10-03 10:45:00,"Chlorine, Free",ZONE_DF_NODE_02,1.1
False,2025-10-03 10:45:00,"Chlorine, Total",ZONE_DF_NODE_02,1.2
False,2025-10-03 10:45:00,pH field,ZONE_DF_NODE_02,7.8
False,2025-10-03 10:45:00,Temperature,ZONE_DF_NODE_02,23.6
False,2025-10-03 10:40:00,"Chlorine, Free",ZONE_S_NODE_03,0.17
False,2025-10-03 10:40:00,"Chlorine, Total",ZONE_S_NODE_03,0.29
False,2025-10-03 10:40:00,Temperature,ZONE_S_NODE_03,22.2
False,2025-10-03 10:40:00,pH field,ZONE_S_NODE_03,7.3
False,2025-10-03 10:40:00,"Chlorine, Free",ZONE_BH_NODE_18,0.51
False,2025-10-03 10:40:00,"Chlorine, Total",ZONE_BH_NODE_18,0.66
False,2025-10-03 10:40:00,pH field,ZONE_BH_NODE_18,7.8
False,2025-10-03 10:40:00,Temperature,ZONE_BH_NODE_18,20.7
False,2025-10-03 10:37:00,"Chlorine, Free",ZONE_CZ_NODE_37,0.7
False,2025-10-03 10:37:00,"Chlorine, Total",ZONE_CZ_NODE_37,0.96
False,2025-10-03 10:37:00,pH field,ZONE_CZ_NODE_37,7.2
False,2025-10-03 10:37:00,Temperature,ZONE_CZ_NODE_37,24.0
False,2025-10-03 10:25:00,"Chlorine, Free",ZONE_BH_NODE_21,1.0
False,2025-10-03 10:25:00,"Chlorine, Total",ZONE_BH_NODE_21,1.4
False,2025-10-03 10:25:00,pH field,ZONE_BH_NODE_21,7.9
False,2025-10-03 10:25:00,Temperature,ZONE_BH_NODE_21,22.8
False,2025-10-03 10:24:00,"Chlorine, Free",ZONE_BU_NODE_03,0.54
False,2025-10-03 10:24:00,"Chlorine, Total",ZONE_BU_NODE_03,0.84
False,2025-10-03 10:24:00,pH field,ZONE_BU_NODE_03,7.4
False,2025-10-03 10:24:00,Temperature,ZONE_BU_NODE_03,23.6
False,2025-10-03 10:15:00,"Chlorine, Free",ZONE_BX_NODE_08,0.49
False,2025-10-03 10:15:00,"Chlorine, Total",ZONE_BX_NODE_08,0.7
False,2025-10-03 10:15:00,pH field,ZONE_BX_NODE_08,7.4
False,2025-10-03 10:15:00,Temperature,ZONE_BX_NODE_08,22.3
False,2025-10-03 10:11:00,"Chlorine, Free",ZONE_CY_NODE_09,0.39
False,2025-10-03 10:11:00,"Chlorine, Total",ZONE_CY_NODE_09,0.53
False,2025-10-03 10:11:00,Temperature,ZONE_CY_NODE_09,24.2
False,2025-10-03 10:11:00,pH field,ZONE_CY_NODE_09,7.6
False,2025-10-03 10:10:00,"Chlorine, Free",ZONE_AI_NODE_02,0.51
False,2025-10-03 10:10:00,"Chlorine, Total",ZONE_AI_NODE_02,0.79
False,2025-10-03 10:10:00,pH field,ZONE_AI_NODE_02,7.4
False,2025-10-03 10:10:00,Temperature,ZONE_AI_NODE_02,25.0
False,2025-10-03 10:05:00,"Chlorine, Free",ZONE_DF_NODE_04,0.78
False,2025-10-03 10:05:00,"Chlorine, Total",ZONE_DF_NODE_04,0.92
False,2025-10-03 10:05:00,pH field,ZONE_DF_NODE_04,7.6
False,2025-10-03 10:05:00,Temperature,ZONE_DF_NODE_04,24.8
False,2025-10-03 10:05:00,"Chlorine, Free",ZONE_BR_NODE_02,0.7
False,2025-10-03 10:05:00,"Chlorine, Total",ZONE_BR_NODE_02,0.86
False,2025-10-03 10:05:00,pH field,ZONE_BR_NODE_02,7.2
False,2025-10-03 10:05:00,Temperature,ZONE_BR_NODE_02,21.7
False,2025-10-03 09:57:00,"Chlorine, Free",ZONE_BX_NODE_15,0.72
False,2025-10-03 09:57:00,"Chlorine, Total",ZONE_BX_NODE_15,0.95
False,2025-10-03 09:57:00,Temperature,ZONE_BX_NODE_15,23.8
False,2025-10-03 09:57:00,pH field,ZONE_BX_NODE_15,7.4
False,2025-10-03 09:55:00,"Chlorine, Free",ZONE_CD_NODE_01,0.83
False,2025-10-03 09:55:00,"Chlorine, Total",ZONE_CD_NODE_01,0.9
False,2025-10-03 09:55:00,pH field,ZONE_CD_NODE_01,7.2
False,2025-10-03 09:55:00,Temperature,ZONE_CD_NODE_01,23.8
False,2025-10-03 09:50:00,"Chlorine, Free",ZONE_BV_NODE_17,0.43
False,2025-10-03 09:50:00,"Chlorine, Total",ZONE_BV_NODE_17,0.56
False,2025-10-03 09:50:00,Temperature,ZONE_BV_NODE_17,23.1
False,2025-10-03 09:50:00,pH field,ZONE_BV_NODE_17,7.5
False,2025-10-03 09:41:00,"Chlorine, Free",ZONE_BB_NODE_03,0.43
False,2025-10-03 09:41:00,"Chlorine, Total",ZONE_BB_NODE_03,0.55
False,2025-10-03 09:41:00,pH field,ZONE_BB_NODE_03,7.6
False,2025-10-03 09:41:00,Temperature,ZONE_BB_NODE_03,23.3
False,2025-10-03 09:40:00,"Chlorine, Free",ZONE_DD_NODE_02,0.27
False,2025-10-03 09:40:00,"Chlorine, Total",ZONE_DD_NODE_02,0.35
False,2025-10-03 09:40:00,pH field,ZONE_DD_NODE_02,7.3
False,2025-10-03 09:40:00,Temperature,ZONE_DD_NODE_02,22.8
False,2025-10-03 09:30:00,"Chlorine, Free",ZONE_DD_NODE_01,0.22
False,2025-10-03 09:30:00,"Chlorine, Total",ZONE_DD_NODE_01,0.3
False,2025-10-03 09:30:00,pH field,ZONE_DD_NODE_01,8.2
False,2025-10-03 09:30:00,Temperature,ZONE_DD_NODE_01,22.8
False,2025-10-03 09:29:00,"Chlorine, Free",ZONE_CX_NODE_22,0.38
False,2025-10-03 09:29:00,"Chlorine, Total",ZONE_CX_NODE_22,0.61
False,2025-10-03 09:29:00,pH field,ZONE_CX_NODE_22,7.8
False,2025-10-03 09:29:00,Temperature,ZONE_CX_NODE_22,24.0
False,2025-10-03 09:28:00,"Chlorine, Free",ZONE_BV_NODE_23,0.33
False,2025-10-03 09:28:00,"Chlorine, Total",ZONE_BV_NODE_23,0.44
False,2025-10-03 09:28:00,pH field,ZONE_BV_NODE_23,7.4
False,2025-10-03 09:28:00,Temperature,ZONE_BV_NODE_23,23.5
False,2025-10-03 09:25:00,"Chlorine, Free",ZONE_J_NODE_02,0.31
False,2025-10-03 09:25:00,"Chlorine, Total",ZONE_J_NODE_02,0.42
False,2025-10-03 09:25:00,pH field,ZONE_J_NODE_02,7.5
False,2025-10-03 09:25:00,Temperature,ZONE_J_NODE_02,24.3
False,2025-10-03 09:20:00,"Chlorine, Free",ZONE_AA_NODE_07,1.0
False,2025-10-03 09:20:00,"Chlorine, Total",ZONE_AA_NODE_07,1.3
False,2025-10-03 09:20:00,pH field,ZONE_AA_NODE_07,7.9
False,2025-10-03 09:20:00,Temperature,ZONE_AA_NODE_07,21.7
False,2025-10-03 09:15:00,"Chlorine, Free",ZONE_BM_NODE_05,1.1
False,2025-10-03 09:15:00,"Chlorine, Total",ZONE_BM_NODE_05,1.3
False,2025-10-03 09:15:00,pH field,ZONE_BM_NODE_05,7.4
False,2025-10-03 09:15:00,Temperature,ZONE_BM_NODE_05,26.4
False,2025-10-03 09:15:00,"Chlorine, Free",ZONE_DF_NODE_05,0.63
False,2025-10-03 09:15:00,"Chlorine, Total",ZONE_DF_NODE_05,0.69
False,2025-10-03 09:15:00,pH field,ZONE_DF_NODE_05,8.4
False,2025-10-03 09:15:00,Temperature,ZONE_DF_NODE_05,23.3
False,2025-10-03 09:10:00,"Chlorine, Free",ZONE_CZ_NODE_22,0.35
False,2025-10-03 09:10:00,"Chlorine, Total",ZONE_CZ_NODE_22,0.48
False,2025-10-03 09:10:00,Temperature,ZONE_CZ_NODE_22,22.5
False,2025-10-03 09:10:00,pH field,ZONE_CZ_NODE_22,7.4
False,2025-10-03 09:07:00,"Chlorine, Free",ZONE_CY_NODE_17,0.33
False,2025-10-03 09:07:00,"Chlorine, Total",ZONE_CY_NODE_17,0.48
False,2025-10-03 09:07:00,pH field,ZONE_CY_NODE_17,7.9
False,2025-10-03 09:07:00,Temperature,ZONE_CY_NODE_17,21.3
False,2025-10-03 09:05:00,"Chlorine, Free",ZONE_DF_NODE_06,0.66
False,2025-10-03 09:05:00,"Chlorine, Total",ZONE_DF_NODE_06,0.77
False,2025-10-03 09:05:00,pH field,ZONE_DF_NODE_06,8.3
False,2025-10-03 09:05:00,Temperature,ZONE_DF_NODE_06,22.6
False,2025-10-03 09:00:00,"Chlorine, Free",ZONE_AA_NODE_01,0.96
False,2025-10-03 09:00:00,"Chlorine, Total",ZONE_AA_NODE_01,1.3
False,2025-10-03 09:00:00,pH field,ZONE_AA_NODE_01,7.7
False,2025-10-03 09:00:00,Temperature,ZONE_AA_NODE_01,24.9
False,2025-10-03 09:00:00,"Chlorine, Free",ZONE_CZ_NODE_28,0.33
False,2025-10-03 09:00:00,"Chlorine, Total",ZONE_CZ_NODE_28,0.46
False,2025-10-03 09:00:00,Temperature,ZONE_CZ_NODE_28,23.0
False,2025-10-03 09:00:00,pH field,ZONE_CZ_NODE_28,7.4
False,2025-10-03 08:55:00,"Chlorine, Free",ZONE_BI_NODE_06,0.89
False,2025-10-03 08:55:00,"Chlorine, Total",ZONE_BI_NODE_06,1.2
False,2025-10-03 08:55:00,pH field,ZONE_BI_NODE_06,7.3
False,2025-10-03 08:55:00,Temperature,ZONE_BI_NODE_06,23.7
False,2025-10-03 08:54:00,"Chlorine, Free",ZONE_CY_NODE_02,0.44
False,2025-10-03 08:54:00,"Chlorine, Total",ZONE_CY_NODE_02,0.6
False,2025-10-03 08:54:00,pH field,ZONE_CY_NODE_02,7.7
False,2025-10-03 08:54:00,Temperature,ZONE_CY_NODE_02,21.7
False,2025-10-03 08:50:00,"Chlorine, Free",ZONE_CJ_NODE_07,0.65
False,2025-10-03 08:50:00,"Chlorine, Total",ZONE_CJ_NODE_07,0.75
False,2025-10-03 08:50:00,pH field,ZONE_CJ_NODE_07,7.6
False,2025-10-03 08:50:00,Temperature,ZONE_CJ_NODE_07,24.2
False,2025-10-03 08:40:00,"Chlorine, Free",ZONE_AA_NODE_08,1.1
False,2025-10-03 08:40:00,"Chlorine, Total",ZONE_AA_NODE_08,1.4
